n_voters,noise_sd,mean_ranking_accuracy,p_tracked,expected_share_optimal,expected_share_other,expected_share_abstain
10001,46.41588833612777,0.6670811245830978,1.0,0.5440083288216911,0.45599167117830885,0.0
10001,68.12920690579611,0.651791242623648,1.0,0.5585906198063437,0.4414093801936563,0.0
10001,100.0,0.6409784588948678,1.0,0.5684103131689321,0.4315896868310679,0.0
10001,146.7799267622069,0.6331213442503975,1.0,0.5748545605010158,0.4251454394989842,0.0
10001,215.44346900318823,0.627043841480847,1.0,0.5788436254113764,0.42115637458862365,0.0
10001,316.22776601683796,0.6208692930022163,1.0,0.5800069315173625,0.4199930684826375,0.0
10001,464.15888336127773,0.6115278670249207,1.0,0.5763125871507717,0.4236874128492283,0.0
10001,681.2920690579608,0.5983252330341868,1.0,0.5677460754014914,0.43225392459850864,0.0
10001,1000.0,0.582216282145852,1.0,0.5556336821007996,0.44436631789920045,0.0
10001,1467.799267622069,0.5652189094846236,1.0,0.5420849259450006,0.4579150740549994,0.0
10001,2154.4346900318824,0.5496919229259313,0.9999999982730814,0.5294892497113646,0.4705107502886354,0.0
10001,3162.2776601683795,0.5369949021088825,0.9999457105070303,0.5193374287965757,0.48066257120342426,0.0
10001,4641.588833612777,0.5272722086565089,0.9916213642552928,0.5119559355191071,0.4880440644808929,0.0
10001,6812.920690579608,0.5199964991277423,0.9197070557168208,0.5070144778768757,0.4929855221231243,0.0
10001,10000.0,0.5145569531613012,0.7845673807334886,0.5039382404597056,0.4960617595402944,0.0
10001,14677.992676220676,0.5105131098738424,0.6640278763496412,0.5021172809139913,0.4978827190860087,0.0
10001,21544.346900318822,0.507536458855743,0.5853545218607132,0.5010779987525575,0.49892200124744246,0.0
10001,31622.776601683792,0.5053577127240625,0.5409613241087813,0.5005142534335256,0.4994857465664744,0.0
10001,46415.888336127726,0.5037706263565925,0.518413470021751,0.5002308490572438,0.4997691509427562,0.0
10001,68129.20690579608,0.5026252439898732,0.5080768808075593,0.5001012305419683,0.4998987694580317,0.0
10001,100000.0,0.501811495843637,0.5036803636773125,0.5000461248661856,0.4999538751338144,0.0
100001,0.0,1.0,0.0,0.21251774265581064,0.7874822573441893,0.0
100001,10.0,0.8149020532269964,0.0,0.3973896925458156,0.6026103074541844,0.0
100001,14.677992676220699,0.7613930040496548,0.0,0.45075250949563017,0.5492474905043698,0.0
100001,21.544346900318832,0.7195037485794543,7.504184555973126e-07,0.4923938629338681,0.5076061370661319,0.0
100001,31.622776601683793,0.6888337189217789,1.0,0.5227295368629128,0.4772704631370872,0.0
100001,46.41588833612777,0.6670811245830978,1.0,0.5440083288216911,0.45599167117830885,0.0
100001,68.12920690579611,0.651791242623648,1.0,0.5585906198063437,0.4414093801936563,0.0
100001,100.0,0.6409784588948678,1.0,0.5684103131689321,0.4315896868310679,0.0
100001,146.7799267622069,0.6331213442503975,1.0,0.5748545605010158,0.4251454394989842,0.0
100001,215.44346900318823,0.627043841480847,1.0,0.5788436254113764,0.42115637458862365,0.0
100001,316.22776601683796,0.6208692930022163,1.0,0.5800069315173625,0.4199930684826375,0.0
100001,464.15888336127773,0.6115278670249207,1.0,0.5763125871507717,0.4236874128492283,0.0
100001,681.2920690579608,0.5983252330341868,1.0,0.5677460754014914,0.43225392459850864,0.0
100001,1000.0,0.582216282145852,1.0,0.5556336821007996,0.44436631789920045,0.0
100001,1467.799267622069,0.5652189094846236,1.0,0.5420849259450006,0.4579150740549994,0.0
100001,2154.4346900318824,0.5496919229259313,1.0,0.5294892497113646,0.4705107502886354,0.0
100001,3162.2776601683795,0.5369949021088825,1.0,0.5193374287965757,0.48066257120342426,0.0
100001,4641.588833612777,0.5272722086565089,0.9999999999999805,0.5119559355191071,0.4880440644808929,0.0
100001,6812.920690579608,0.5199964991277423,0.9999954347852469,0.5070144778768757,0.4929855221231243,0.0
100001,10000.0,0.5145569531613012,0.9936281347616127,0.5039382404597056,0.4960617595402944,0.0
100001,14677.992676220676,0.5105131098738424,0.9097317093142778,0.5021172809139913,0.4978827190860087,0.0
100001,21544.346900318822,0.507536458855743,0.7523145267762849,0.5010779987525575,0.49892200124744246,0.0
100001,31622.776601683792,0.5053577127240625,0.6275018808758415,0.5005142534335256,0.4994857465664744,0.0
100001,46415.888336127726,0.5037706263565925,0.5580402960763162,0.5002308490572438,0.4997691509427562,0.0
100001,68129.20690579608,0.5026252439898732,0.525524496439449,0.5001012305419683,0.4998987694580317,0.0
100001,100000.0,0.501811495843637,0.5116363227727081,0.5000461248661856,0.4999538751338144,0.0
1000001,0.0,1.0,0.0,0.21251774265581064,0.7874822573441893,0.0
1000001,10.0,0.8149020532269964,0.0,0.3973896925458156,0.6026103074541844,0.0
1000001,14.677992676220699,0.7613930040496548,0.0,0.45075250949563017,0.5492474905043698,0.0
1000001,21.544346900318832,0.7195037485794543,0.0,0.4923938629338681,0.5076061370661319,0.0
1000001,31.622776601683793,0.6888337189217789,1.0,0.5227295368629128,0.4772704631370872,0.0
1000001,46.41588833612777,0.6670811245830978,1.0,0.5440083288216911,0.45599167117830885,0.0
1000001,68.12920690579611,0.651791242623648,1.0,0.5585906198063437,0.4414093801936563,0.0
1000001,100.0,0.6409784588948678,1.0,0.5684103131689321,0.4315896868310679,0.0
1000001,146.7799267622069,0.6331213442503975,1.0,0.5748545605010158,0.4251454394989842,0.0
1000001,215.44346900318823,0.627043841480847,1.0,0.5788436254113764,0.42115637458862365,0.0
1000001,316.22776601683796,0.6208692930022163,1.0,0.5800069315173625,0.4199930684826375,0.0
1000001,464.15888336127773,0.6115278670249207,1.0,0.5763125871507717,0.4236874128492283,0.0
1000001,681.2920690579608,0.5983252330341868,1.0,0.5677460754014914,0.43225392459850864,0.0
1000001,1000.0,0.582216282145852,1.0,0.5556336821007996,0.44436631789920045,0.0
1000001,1467.799267622069,0.5652189094846236,1.0,0.5420849259450006,0.4579150740549994,0.0
1000001,2154.4346900318824,0.5496919229259313,1.0,0.5294892497113646,0.4705107502886354,0.0
1000001,3162.2776601683795,0.5369949021088825,1.0,0.5193374287965757,0.48066257120342426,0.0
1000001,4641.588833612777,0.5272722086565089,1.0,0.5119559355191071,0.4880440644808929,0.0
1000001,6812.920690579608,0.5199964991277423,1.0,0.5070144778768757,0.4929855221231243,0.0
1000001,10000.0,0.5145569531613012,0.9999999999999983,0.5039382404597056,0.4960617595402944,0.0
1000001,14677.992676220676,0.5105131098738424,0.9999885521532418,0.5021172809139913,0.4978827190860087,0.0
1000001,21544.346900318822,0.507536458855743,0.9844583077408847,0.5010779987525575,0.49892200124744246,0.0
1000001,31622.776601683792,0.5053577127240625,0.8481445176258782,0.5005142534335256,0.4994857465664744,0.0
1000001,46415.888336127726,0.5037706263565925,0.6778511887275256,0.5002308490572438,0.4997691509427562,0.0
1000001,68129.20690579608,0.5026252439898732,0.5802219017351685,0.5001012305419683,0.4998987694580317,0.0
1000001,100000.0,0.501811495843637,0.53675020560529,0.5000461248661856,0.4999538751338144,0.0
-1,0.0,1.0,0.0,0.21251774265581064,0.7874822573441893,0.0
